cohort_month,month,cohort_sales
2010-03-12,2012-09,44.49
2010-03-12,2012-09,61.08
2010-03-12,2012-10,35.26
2010-03-12,2012-10,26.38
2010-03-12,2012-10,98.60
2010-03-12,2012-10,101.31
2010-03-19,2010-03,-74.42
2010-03-19,2010-03,20.00
2010-03-19,2010-04,-124.00
2010-03-19,2010-04,19.00
2010-03-19,2010-04,51.44
2010-03-19,2010-04,174.00
2010-03-19,2010-05,23.60
2010-03-19,2010-05,103.00
2010-03-19,2010-05,52.80
2010-03-19,2010-05,52.80
2010-03-19,2010-06,51.00
2010-03-19,2010-06,62.00
2010-03-19,2010-06,70.40
2010-03-19,2010-06,105.60
2010-03-19,2010-07,19.60
2010-03-19,2010-07,102.40
2010-03-19,2010-07,171.50
2010-03-19,2010-07,52.80
2010-03-19,2010-07,161.70
2010-03-19,2010-08,105.40
2010-03-19,2010-08,105.60
2010-03-19,2010-08,91.77
2010-03-19,2010-08,44.60
2010-03-19,2010-09,88.00
2010-03-19,2010-09,33.80
2010-03-19,2010-09,70.40
2010-03-19,2010-09,59.20
2010-03-19,2010-10,79.20
2010-03-19,2010-10,78.20
2010-03-19,2010-10,51.00
2010-03-19,2010-10,490.60
2010-03-19,2010-10,52.80
2010-03-19,2010-11,61.60
2010-03-19,2010-11,61.60
2010-03-19,2010-11,35.20
2010-03-19,2010-11,140.80
2010-03-19,2010-12,297.40
2010-03-19,2010-12,43.40
2010-03-19,2010-12,535.57
2010-03-19,2010-12,457.60
2010-03-19,2010-12,52.80
2010-03-19,2011-01,269.06
2010-03-19,2011-01,211.20
2010-03-19,2011-01,167.20
2010-03-19,2011-01,77.40
2010-03-19,2011-02,177.94
2010-03-19,2011-02,215.10
2010-03-19,2011-02,272.80
2010-03-19,2011-02,251.60
2010-03-19,2011-03,436.20
2010-03-19,2011-03,264.00
2010-03-19,2011-03,228.80
2010-03-19,2011-03,668.00
2010-03-19,2011-04,184.80
2010-03-19,2011-04,272.40
2010-03-19,2011-04,207.00
2010-03-19,2011-04,173.80
2010-03-19,2011-04,191.80
2010-03-19,2011-05,343.20
2010-03-19,2011-05,360.80
2010-03-19,2011-05,529.00
2010-03-19,2011-05,542.00
2010-03-19,2011-06,281.60
2010-03-19,2011-06,519.20
2010-03-19,2011-06,485.80
2010-03-19,2011-06,334.40
2010-03-19,2011-07,308.00
2010-03-19,2011-07,290.40
2010-03-19,2011-07,325.60
2010-03-19,2011-07,281.60
2010-03-19,2011-07,316.80
2010-03-19,2011-08,387.20
2010-03-19,2011-08,369.60
2010-03-19,2011-08,660.80
2010-03-19,2011-08,380.80
2010-03-19,2011-09,325.60
2010-03-19,2011-09,387.20
2010-03-19,2011-09,308.00
2010-03-19,2011-09,-3542.40
2010-03-19,2011-09,571.20
2010-03-19,2011-10,294.93
2010-03-19,2011-10,325.60
2010-03-19,2011-10,264.00
2010-03-19,2011-10,281.60
2010-03-19,2011-11,618.40
2010-03-19,2011-11,2831.60
2010-03-19,2011-11,246.80
2010-03-19,2011-11,435.40
2010-03-19,2011-12,677.60
2010-03-19,2011-12,1483.00
2010-03-19,2011-12,4574.40
2010-03-19,2011-12,3708.20
2010-03-19,2011-12,370.70
2010-03-19,2012-01,316.80
2010-03-19,2012-01,334.40
2010-03-19,2012-01,607.20
2010-03-19,2012-01,416.00
2010-03-19,2012-02,575.00
2010-03-19,2012-02,401.00
2010-03-19,2012-02,701.00
2010-03-19,2012-02,1958.00
2010-03-19,2012-03,387.00
2010-03-19,2012-03,333.00
2010-03-19,2012-03,323.58
2010-03-19,2012-03,279.00
2010-03-19,2012-03,351.00
2010-03-19,2012-04,396.05
2010-03-19,2012-04,405.00
2010-03-19,2012-04,401.80
2010-03-19,2012-04,378.50
2010-03-19,2012-05,310.00
2010-03-19,2012-05,750.00
2010-03-19,2012-05,369.00
2010-03-19,2012-05,757.00
2010-03-19,2012-06,544.00
2010-03-19,2012-06,263.00
2010-03-19,2012-06,419.00
2010-03-19,2012-06,296.00
2010-03-19,2012-06,464.00
2010-03-19,2012-07,314.03
2010-03-19,2012-07,322.69
2010-03-19,2012-07,471.10
2010-03-19,2012-07,425.03
2010-03-19,2012-08,571.10
2010-03-19,2012-08,345.06
2010-03-19,2012-08,427.85
2010-03-19,2012-08,382.31
2010-03-19,2012-08,583.06
2010-03-19,2012-09,513.00
2010-03-19,2012-09,378.08
2010-03-19,2012-09,396.13
2010-03-19,2012-09,423.00
2010-03-19,2012-10,392.28
2010-03-19,2012-10,468.00
2010-03-19,2012-10,501.00
2010-03-19,2012-10,562.00
2010-03-26,2010-03,77.05
2010-03-26,2010-04,34.90
2010-03-26,2010-04,6.00
2010-03-26,2010-04,4.25
2010-03-26,2010-04,-24.00
2010-03-26,2010-05,3.00
2010-03-26,2010-05,12.00
2010-03-26,2010-05,12.00
2010-03-26,2010-06,12.00
2010-03-26,2010-09,9.52
2010-03-26,2010-10,70.40
2010-03-26,2010-10,52.80
2010-03-26,2010-10,44.00
2010-03-26,2010-11,79.20
2010-03-26,2010-11,79.20
2010-03-26,2010-11,61.60
2010-03-26,2010-11,44.00
2010-03-26,2010-12,264.00
2010-03-26,2010-12,211.20
2010-03-26,2010-12,88.00
2010-03-26,2010-12,528.00
2010-03-26,2010-12,132.00
2010-03-26,2011-01,70.40
2010-03-26,2011-01,140.80
2010-03-26,2011-01,114.40
2010-03-26,2011-01,79.20
2010-03-26,2011-02,96.80
2010-03-26,2011-02,79.20
2010-03-26,2011-02,184.80
2010-03-26,2011-02,114.40
2010-03-26,2011-03,120.84
2010-03-26,2011-03,132.00
2010-03-26,2011-03,80.17
2010-03-26,2011-03,88.00
2010-03-26,2011-04,106.11
2010-03-26,2011-04,55.54
2010-03-26,2011-04,55.58
2010-03-26,2011-04,139.66
2010-03-26,2011-04,149.60
2010-03-26,2011-05,128.97
2010-03-26,2011-05,63.34
2010-03-26,2011-05,89.90
2010-03-26,2011-05,98.21
2010-03-26,2011-06,227.98
2010-03-26,2011-06,93.27
2010-03-26,2011-06,106.57
2010-03-26,2011-06,157.58
2010-03-26,2011-07,111.84
2010-03-26,2011-07,107.34
2010-03-26,2011-07,124.44
2010-03-26,2011-07,163.17
2010-03-26,2011-07,84.47
2010-03-26,2011-08,167.94
2010-03-26,2011-08,77.54
2010-03-26,2011-08,105.60
2010-03-26,2011-08,145.57
2010-03-26,2011-09,118.10
2010-03-26,2011-09,79.20
2010-03-26,2011-09,96.80
2010-03-26,2011-09,105.60
2010-03-26,2011-09,184.80
2010-03-26,2011-10,44.00
2010-03-26,2011-10,67.10
2010-03-26,2011-10,88.00
2010-03-26,2011-10,167.20
2010-03-26,2011-11,88.00
2010-03-26,2011-11,123.20
2010-03-26,2011-11,88.00
2010-03-26,2011-11,82.70
2010-03-26,2011-12,145.57
2010-03-26,2011-12,167.40
2010-03-26,2011-12,460.54
2010-03-26,2011-12,557.34
2010-03-26,2011-12,202.40
2010-03-26,2012-01,137.00
2010-03-26,2012-01,60.80
2010-03-26,2012-01,114.40
2010-03-26,2012-01,116.54
2010-03-26,2012-02,113.00
2010-03-26,2012-02,113.00
2010-03-26,2012-02,143.00
2010-03-26,2012-02,173.00
2010-03-26,2012-03,120.00
2010-03-26,2012-03,97.25
2010-03-26,2012-03,116.88
2010-03-26,2012-03,71.00
2010-03-26,2012-03,137.75
2010-03-26,2012-04,110.04
2010-03-26,2012-04,135.00
2010-03-26,2012-04,122.52
2010-03-26,2012-04,46.08
2010-03-26,2012-05,135.00
2010-03-26,2012-05,144.00
2010-03-26,2012-05,81.00
2010-03-26,2012-05,72.00
2010-03-26,2012-06,144.00
2010-03-26,2012-06,95.00
2010-03-26,2012-06,117.00
2010-03-26,2012-06,108.00
2010-03-26,2012-06,108.00
2010-03-26,2012-07,126.00
2010-03-26,2012-07,171.00
2010-03-26,2012-07,90.00
2010-03-26,2012-07,81.00
2010-03-26,2012-08,153.00
2010-03-26,2012-08,54.00
2010-03-26,2012-08,143.48
2010-03-26,2012-08,109.98
2010-03-26,2012-08,108.00
2010-03-26,2012-09,117.00
2010-03-26,2012-09,135.00
2010-03-26,2012-09,90.00
2010-03-26,2012-09,61.44
2010-03-26,2012-10,99.00
2010-03-26,2012-10,45.00
2010-03-26,2012-10,135.00
2010-03-26,2012-10,135.00
2010-04-02,2010-04,23.88
2010-04-02,2010-04,11.94
2010-04-02,2010-04,34.34
2010-04-02,2010-04,16.96
2010-04-02,2010-04,78.57
2010-04-02,2010-05,44.94
2010-04-02,2010-05,41.12
2010-04-02,2010-05,75.12
2010-04-02,2010-05,13.12
2010-04-02,2010-06,11.94
2010-04-02,2010-06,27.86
2010-04-02,2010-06,8.88
2010-04-02,2010-06,-11.02
2010-04-02,2010-07,52.30
2010-04-02,2010-07,58.61
2010-04-02,2010-07,35.82
2010-04-02,2010-07,116.50
2010-04-02,2010-07,63.78
2010-04-02,2010-08,54.78
2010-04-02,2010-08,21.88
2010-04-02,2010-08,60.66
2010-04-02,2010-08,36.82
2010-04-02,2010-09,47.82
2010-04-02,2010-09,25.04
2010-04-02,2010-09,48.76
2010-04-02,2010-09,17.08
2010-04-02,2010-10,32.44
2010-04-02,2010-10,15.92
2010-04-02,2010-10,-7.32
2010-04-02,2010-10,9.12
2010-04-02,2010-10,13.94
2010-04-02,2010-11,-3.06
2010-04-02,2010-11,15.46
2010-04-02,2010-11,51.48
2010-04-02,2010-11,59.90
2010-04-02,2010-12,29.59
2010-04-02,2010-12,24.06
2010-04-02,2010-12,25.88
2010-04-02,2010-12,38.88
2010-04-02,2011-01,33.01
2010-04-02,2011-01,15.92
2010-04-02,2011-02,7.96
2010-04-02,2011-02,3.98
2010-04-02,2011-02,3.98
2010-04-02,2011-02,-27.96
2010-04-02,2011-03,11.46
2010-04-02,2011-03,231.86
2010-04-02,2011-03,30.48
2010-04-02,2011-03,11.94
2010-04-02,2011-04,23.88
2010-04-02,2011-04,2.48
2010-04-02,2011-04,-9.60
2010-04-02,2011-04,102.65
2010-04-02,2011-05,21.08
2010-04-02,2011-05,14.48
2010-04-02,2011-05,41.47
2010-04-02,2011-05,0.42
2010-04-02,2011-06,6.52
2010-04-02,2011-06,23.80
2010-04-02,2011-06,1.12
2010-04-02,2011-06,-4.73
2010-04-02,2011-07,198.00
2010-04-02,2011-07,-356.34
2010-04-02,2011-07,52.87
2010-04-02,2011-07,201.42
2010-04-02,2011-07,-26.85
2010-04-02,2011-08,9.70
2010-04-02,2011-08,119.69
2010-04-02,2011-08,491.46
2010-04-02,2011-08,57.18
2010-04-02,2011-09,146.16
2010-04-02,2011-09,167.37
2010-04-02,2011-09,1314.35
2010-04-02,2011-09,39.97
2010-04-02,2011-09,-213.52
2010-04-02,2011-10,597.04
2010-04-02,2011-10,364.13
2010-04-02,2011-10,616.68
2010-04-02,2011-10,594.47
2010-04-02,2011-11,773.45
2010-04-02,2011-11,660.24
2010-04-02,2011-11,1055.32
2010-04-02,2011-11,3642.93
2010-04-02,2011-12,946.13
2010-04-02,2011-12,769.39
2010-04-02,2011-12,4203.62
2010-04-02,2011-12,1437.47
2010-04-02,2011-12,3257.29
2010-04-02,2012-01,1131.02
2010-04-02,2012-01,1426.12
2010-04-02,2012-01,1063.16
2010-04-02,2012-01,1091.75
2010-04-02,2012-02,1382.44
2010-04-02,2012-02,900.90
2010-04-02,2012-02,1465.57
2010-04-02,2012-02,1114.60
2010-04-02,2012-03,492.53
2010-04-02,2012-03,653.86
2010-04-02,2012-03,763.38
2010-04-02,2012-03,887.07
2010-04-02,2012-03,836.36
2010-04-02,2012-04,633.40
2010-04-02,2012-04,789.14
2010-04-02,2012-04,965.93
2010-04-02,2012-04,791.12
2010-04-02,2012-05,757.16
2010-04-02,2012-05,1055.60
2010-04-02,2012-05,696.38
2010-04-02,2012-05,780.67
2010-04-02,2012-06,829.93
2010-04-02,2012-06,733.24
2010-04-02,2012-06,779.68
2010-04-02,2012-06,600.31
2010-04-02,2012-06,1103.12
2010-04-02,2012-07,854.49
2010-04-02,2012-07,850.47
2010-04-02,2012-07,971.46
2010-04-02,2012-07,782.02
2010-04-02,2012-08,891.09
2010-04-02,2012-08,716.04
2010-04-02,2012-08,643.53
2010-04-02,2012-08,619.78
2010-04-02,2012-08,678.02
2010-04-02,2012-09,647.33
2010-04-02,2012-09,649.51
2010-04-02,2012-09,655.52
2010-04-02,2012-09,684.99
2010-04-02,2012-10,691.74
2010-04-02,2012-10,686.80
2010-04-02,2012-10,1047.38
2010-04-02,2012-10,584.78
2010-04-09,2010-04,16.88
2010-04-09,2010-04,27.05
2010-04-09,2010-04,5.00
2010-04-09,2010-04,5.00
2010-04-09,2010-05,17.98
2010-04-09,2010-06,10.00
2010-04-09,2010-06,29.96
2010-04-09,2010-06,61.08
2010-04-09,2010-07,10.00
2010-04-09,2010-08,0.50
2010-04-09,2010-08,5.56
2010-04-09,2010-08,5.00
2010-04-09,2010-08,5.00
2010-04-09,2010-09,6.50
2010-04-09,2010-10,5.00
2010-04-09,2010-10,10.56
2010-04-09,2010-10,1.96
2010-04-09,2010-11,3.50
2010-04-09,2010-11,3.50
2010-04-09,2010-12,-46.46
2010-04-09,2010-12,5.00
2010-04-09,2010-12,18.50
2010-04-09,2011-01,8.50
2010-04-09,2011-01,-2.50
2010-04-09,2011-03,280.00
2010-04-09,2011-03,120.00
2010-04-09,2011-05,21.00
2010-04-09,2011-05,121.00
2010-04-09,2011-06,8.50
2010-04-09,2011-06,8.50
2010-04-09,2011-07,8.50
2010-04-09,2011-08,60.00
2010-04-09,2011-08,468.50
2010-04-09,2011-08,44.84
2010-04-09,2011-09,320.00
2010-04-09,2011-09,6.00
2010-04-09,2011-09,220.00
2010-04-09,2011-11,1.47
2010-04-09,2011-11,5362.00
2010-04-09,2011-12,506.00
2010-04-09,2011-12,2900.00
2010-04-09,2011-12,4892.00
2010-04-09,2011-12,895.00
2010-04-09,2012-02,2486.63
2010-04-09,2012-02,150.00
2010-04-09,2012-02,215.00
2010-04-09,2012-02,2.88
2010-04-09,2012-03,2.88
2010-04-09,2012-03,70.00
2010-04-09,2012-03,25.37
2010-04-09,2012-04,21.00
2010-04-09,2012-04,60.00
2010-04-09,2012-05,410.00
2010-04-09,2012-06,8.87
2010-04-09,2012-06,160.00
2010-04-09,2012-06,34.00
2010-04-09,2012-06,195.00
2010-04-09,2012-07,12.87
2010-04-09,2012-07,0.06
2010-04-09,2012-07,0.13
2010-04-09,2012-07,29.90
2010-04-09,2012-08,30.06
2010-04-09,2012-08,30.04
2010-04-09,2012-08,10.08
2010-04-09,2012-08,29.88
2010-04-09,2012-08,231.92
2010-04-09,2012-09,0.07
2010-04-09,2012-09,49.99
2010-04-09,2012-09,26.84
2010-04-09,2012-10,435.00
2010-04-09,2012-10,89.96
2010-04-16,2010-04,444.80
2010-04-16,2010-04,378.40
2010-04-16,2010-04,250.85
2010-04-16,2010-05,325.60
2010-04-16,2010-05,246.40
2010-04-16,2010-05,510.40
2010-04-16,2010-05,478.40
2010-04-16,2010-06,695.20
2010-04-16,2010-06,387.20
2010-04-16,2010-06,272.80
2010-04-16,2010-06,316.80
2010-04-16,2010-07,172.24
2010-04-16,2010-07,197.57
2010-04-16,2010-07,193.60
2010-04-16,2010-07,501.20
2010-04-16,2010-07,332.60
2010-04-16,2010-08,196.17
2010-04-16,2010-08,140.80
2010-04-16,2010-08,177.71
2010-04-16,2010-08,225.14
2010-04-16,2010-09,404.80
2010-04-16,2010-09,237.60
2010-04-16,2010-09,220.00
2010-04-16,2010-09,167.20
2010-04-16,2010-10,244.60
2010-04-16,2010-10,184.80
2010-04-16,2010-10,175.80
2010-04-16,2010-10,237.60
2010-04-16,2010-10,193.60
2010-04-16,2010-11,149.60
2010-04-16,2010-11,149.60
2010-04-16,2010-11,96.80
2010-04-16,2010-11,149.60
2010-04-16,2010-12,466.40
2010-04-16,2010-12,96.80
2010-04-16,2010-12,132.00
2010-04-16,2010-12,180.42
2010-04-16,2010-12,554.40
2010-04-16,2011-01,158.40
2010-04-16,2011-01,193.60
2010-04-16,2011-01,193.60
2010-04-16,2011-01,186.00
2010-04-16,2011-02,167.20
2010-04-16,2011-02,264.00
2010-04-16,2011-02,193.60
2010-04-16,2011-02,123.20
2010-04-16,2011-03,227.39
2010-04-16,2011-03,837.60
2010-04-16,2011-03,353.65
2010-04-16,2011-03,337.41
2010-04-16,2011-04,251.08
2010-04-16,2011-04,411.42
2010-04-16,2011-04,494.79
2010-04-16,2011-04,572.63
2010-04-16,2011-04,242.51
2010-04-16,2011-05,300.17
2010-04-16,2011-05,466.39
2010-04-16,2011-05,352.33
2010-04-16,2011-05,244.55
2010-04-16,2011-06,356.52
2010-04-16,2011-06,247.69
2010-04-16,2011-06,412.65
2010-04-16,2011-06,344.78
2010-04-16,2011-07,302.47
2010-04-16,2011-07,260.61
2010-04-16,2011-07,311.93
2010-04-16,2011-07,293.52
2010-04-16,2011-07,281.64
2010-04-16,2011-08,389.11
2010-04-16,2011-08,194.68
2010-04-16,2011-08,1424.59
2010-04-16,2011-08,480.71
2010-04-16,2011-09,265.74
2010-04-16,2011-09,254.77
2010-04-16,2011-09,226.27
2010-04-16,2011-09,736.71
2010-04-16,2011-09,304.48
2010-04-16,2011-10,308.22
2010-04-16,2011-10,291.18
2010-04-16,2011-10,187.62
2010-04-16,2011-10,261.68
2010-04-16,2011-11,282.35
2010-04-16,2011-11,389.77
2010-04-16,2011-11,9455.76
2010-04-16,2011-11,454.25
2010-04-16,2011-12,954.74
2010-04-16,2011-12,291.19
2010-04-16,2011-12,3813.89
2010-04-16,2011-12,5844.08
2010-04-16,2011-12,9648.38
2010-04-16,2012-01,241.89
2010-04-16,2012-01,517.33
2010-04-16,2012-01,344.22
2010-04-16,2012-01,600.87
2010-04-16,2012-02,1515.19
2010-04-16,2012-02,1159.75
2010-04-16,2012-02,285.45
2010-04-16,2012-02,2578.12
2010-04-16,2012-03,168.79
2010-04-16,2012-03,340.66
2010-04-16,2012-03,397.78
2010-04-16,2012-03,332.31
2010-04-16,2012-03,291.77
2010-04-16,2012-04,320.48
2010-04-16,2012-04,288.84
2010-04-16,2012-04,364.46
2010-04-16,2012-04,603.32
2010-04-16,2012-05,979.91
2010-04-16,2012-05,314.85
2010-04-16,2012-05,437.38
2010-04-16,2012-05,337.29
2010-04-16,2012-06,345.91
2010-04-16,2012-06,358.03
2010-04-16,2012-06,348.34
2010-04-16,2012-06,510.14
2010-04-16,2012-06,605.88
2010-04-16,2012-07,385.84
2010-04-16,2012-07,312.18
2010-04-16,2012-07,320.49
2010-04-16,2012-07,350.37
2010-04-16,2012-08,402.76
2010-04-16,2012-08,417.08
2010-04-16,2012-08,341.27
2010-04-16,2012-08,420.55
2010-04-16,2012-08,473.90
2010-04-16,2012-09,271.28
2010-04-16,2012-09,484.26
2010-04-16,2012-09,258.71
2010-04-16,2012-09,322.89
2010-04-16,2012-10,527.82
2010-04-16,2012-10,1283.64
2010-04-16,2012-10,514.79
2010-04-16,2012-10,289.88
2010-04-23,2010-04,93.17
2010-04-23,2010-04,43.90
2010-04-23,2010-05,191.49
2010-04-23,2010-05,128.30
2010-04-23,2010-05,208.11
2010-04-23,2010-05,227.23
2010-04-23,2010-06,257.40
2010-04-23,2010-06,379.94
2010-04-23,2010-06,216.81
2010-04-23,2010-06,276.04
2010-04-23,2010-07,285.60
2010-04-23,2010-07,308.80
2010-04-23,2010-07,149.60
2010-04-23,2010-07,140.80
2010-04-23,2010-07,303.20
2010-04-23,2010-08,147.20
2010-04-23,2010-08,262.40
2010-04-23,2010-08,249.60
2010-04-23,2010-08,247.20
2010-04-23,2010-09,313.80
2010-04-23,2010-09,214.20
2010-04-23,2010-09,269.20
2010-04-23,2010-09,237.60
2010-04-23,2010-10,167.20
2010-04-23,2010-10,186.83
2010-04-23,2010-10,168.32
2010-04-23,2010-10,197.36
2010-04-23,2010-10,264.00
2010-04-23,2010-11,249.32
2010-04-23,2010-11,224.97
2010-04-23,2010-11,179.00
2010-04-23,2010-11,227.50
2010-04-23,2010-12,264.79
2010-04-23,2010-12,545.60
2010-04-23,2010-12,339.40
2010-04-23,2010-12,521.08
2010-04-23,2010-12,501.60
2010-04-23,2011-01,246.40
2010-04-23,2011-01,227.60
2010-04-23,2011-01,164.34
2010-04-23,2011-01,513.37
2010-04-23,2011-02,35.20
2010-04-23,2011-02,245.60
2010-04-23,2011-02,427.68
2010-04-23,2011-02,324.00
2010-04-23,2011-03,240.56
2010-04-23,2011-03,167.20
2010-04-23,2011-03,367.72
2010-04-23,2011-03,140.24
2010-04-23,2011-04,174.25
2010-04-23,2011-04,287.36
2010-04-23,2011-04,416.12
2010-04-23,2011-04,276.56
2010-04-23,2011-04,422.68
2010-04-23,2011-05,255.20
2010-04-23,2011-05,211.82
2010-04-23,2011-05,226.53
2010-04-23,2011-05,376.50
2010-04-23,2011-06,280.90
2010-04-23,2011-06,174.40
2010-04-23,2011-06,272.80
2010-04-23,2011-06,228.80
2010-04-23,2011-07,332.98
2010-04-23,2011-07,638.41
2010-04-23,2011-07,415.60
2010-04-23,2011-07,264.80
2010-04-23,2011-07,431.43
2010-04-23,2011-08,325.60
2010-04-23,2011-08,140.80
2010-04-23,2011-08,279.00
2010-04-23,2011-08,248.17
2010-04-23,2011-09,176.00
2010-04-23,2011-09,315.60
2010-04-23,2011-09,246.40
2010-04-23,2011-09,769.60
2010-04-23,2011-09,184.80
2010-04-23,2011-10,139.60
2010-04-23,2011-10,202.40
2010-04-23,2011-10,228.80
2010-04-23,2011-10,228.80
2010-04-23,2011-11,369.60
2010-04-23,2011-11,316.80
2010-04-23,2011-11,140.80
2010-04-23,2011-11,308.00
2010-04-23,2011-12,212.40
2010-04-23,2011-12,281.71
2010-04-23,2011-12,422.40
2010-04-23,2011-12,410.45
2010-04-23,2011-12,1030.97
2010-04-23,2012-01,252.34
2010-04-23,2012-01,143.77
2010-04-23,2012-01,-36.21
2010-04-23,2012-01,356.39
2010-04-23,2012-02,248.67
2010-04-23,2012-02,244.64
2010-04-23,2012-02,353.30
2010-04-23,2012-02,395.79
2010-04-23,2012-03,299.32
2010-04-23,2012-03,278.37
2010-04-23,2012-03,333.73
2010-04-23,2012-03,430.79
2010-04-23,2012-03,-1340.07
2010-04-23,2012-04,469.73
2010-04-23,2012-04,349.58
2010-04-23,2012-04,428.59
2010-04-23,2012-04,369.85
2010-04-23,2012-05,246.00
2010-04-23,2012-05,298.97
2010-04-23,2012-05,440.91
2010-04-23,2012-05,565.97
2010-04-23,2012-06,203.53
2010-04-23,2012-06,181.88
2010-04-23,2012-06,231.09
2010-04-23,2012-06,386.85
2010-04-23,2012-06,401.00
2010-04-23,2012-07,226.00
2010-04-23,2012-07,728.00
2010-04-23,2012-07,340.12
2010-04-23,2012-07,384.85
2010-04-23,2012-08,500.94
2010-04-23,2012-08,280.94
2010-04-23,2012-08,291.00
2010-04-23,2012-08,794.97
2010-04-23,2012-08,320.61
2010-04-23,2012-09,203.91
2010-04-23,2012-09,233.91
2010-04-23,2012-09,152.56
2010-04-23,2012-09,-181.03
2010-04-23,2012-10,333.00
2010-04-23,2012-10,379.00
2010-04-23,2012-10,254.00
2010-04-23,2012-10,218.00
2010-04-30,2010-04,221.40
2010-04-30,2010-05,230.16
2010-04-30,2010-05,44.44
2010-04-30,2010-05,214.72
2010-04-30,2010-05,130.16
2010-04-30,2010-06,101.68
2010-04-30,2010-06,179.12
2010-04-30,2010-06,126.40
2010-04-30,2010-06,96.78
2010-04-30,2010-07,50.32
2010-04-30,2010-07,30.30
2010-04-30,2010-07,26.12
2010-04-30,2010-07,43.20
2010-04-30,2010-07,40.32
2010-04-30,2010-08,66.24
2010-04-30,2010-08,54.72
2010-04-30,2010-08,40.32
2010-04-30,2010-08,14.40
2010-04-30,2010-09,11.52
2010-04-30,2010-09,31.04
2010-04-30,2010-10,25.92
2010-04-30,2010-10,2.88
2010-04-30,2010-10,5.76
2010-04-30,2011-01,1.00
2010-04-30,2011-02,80.28
2010-04-30,2011-03,19.47
2010-04-30,2011-03,7.00
2010-04-30,2011-05,36.32
2010-04-30,2011-05,117.28
2010-04-30,2011-05,112.55
2010-04-30,2011-05,211.76
2010-04-30,2011-06,513.48
2010-04-30,2011-06,567.28
2010-04-30,2011-06,147.68
2010-04-30,2011-06,408.32
2010-04-30,2011-07,773.00
2010-04-30,2011-07,291.44
2010-04-30,2011-07,371.02
2010-04-30,2011-07,515.12
2010-04-30,2011-07,419.48
2010-04-30,2011-08,586.46
2010-04-30,2011-08,412.00
2010-04-30,2011-08,468.26
2010-04-30,2011-08,585.00
2010-04-30,2011-09,355.40
2010-04-30,2011-09,601.96
2010-04-30,2011-09,396.52
2010-04-30,2011-09,408.52
2010-04-30,2011-09,440.32
2010-04-30,2011-10,419.80
2010-04-30,2011-10,379.19
2010-04-30,2011-10,300.56
2010-04-30,2011-10,292.68
2010-04-30,2011-11,392.68
2010-04-30,2011-11,497.94
2010-04-30,2011-11,335.68
2010-04-30,2011-11,320.65
2010-04-30,2011-12,899.76
2010-04-30,2011-12,459.36
2010-04-30,2011-12,1404.17
2010-04-30,2011-12,1304.64
2010-04-30,2011-12,692.34
2010-04-30,2012-01,447.08
2010-04-30,2012-01,634.80
2010-04-30,2012-01,364.40
2010-04-30,2012-01,396.00
2010-04-30,2012-02,432.00
2010-04-30,2012-02,585.00
2010-04-30,2012-02,396.00
2010-04-30,2012-02,388.25
2010-04-30,2012-03,537.66
2010-04-30,2012-03,445.24
2010-04-30,2012-03,681.84
2010-04-30,2012-03,493.90
2010-04-30,2012-03,274.68
2010-04-30,2012-04,711.95
2010-04-30,2012-04,585.16
2010-04-30,2012-04,686.56
2010-04-30,2012-04,652.76
2010-04-30,2012-05,917.65
2010-04-30,2012-05,648.70
2010-04-30,2012-05,710.01
2010-04-30,2012-05,491.30
2010-04-30,2012-06,725.95
2010-04-30,2012-06,749.85
2010-04-30,2012-06,455.22
2010-04-30,2012-06,803.62
2010-04-30,2012-06,687.40
2010-04-30,2012-07,575.50
2010-04-30,2012-07,556.08
2010-04-30,2012-07,572.30
2010-04-30,2012-07,690.58
2010-04-30,2012-08,582.77
2010-04-30,2012-08,509.84
2010-04-30,2012-08,1037.56
2010-04-30,2012-08,705.27
2010-04-30,2012-08,556.32
2010-04-30,2012-09,534.44
2010-04-30,2012-09,514.40
2010-04-30,2012-09,580.28
2010-04-30,2012-09,552.91
2010-04-30,2012-10,512.04
2010-04-30,2012-10,528.37
2010-04-30,2012-10,440.96
2010-04-30,2012-10,450.92
2010-05-07,2010-05,75.11
2010-05-07,2010-05,119.49
2010-05-07,2010-05,92.66
2010-05-07,2010-05,55.30
2010-05-07,2010-06,212.20
2010-05-07,2010-06,162.42
2010-05-07,2010-06,118.63
2010-05-07,2010-06,169.86
2010-05-07,2010-07,145.45
2010-05-07,2010-07,179.90
2010-05-07,2010-07,169.17
2010-05-07,2010-07,159.21
2010-05-07,2010-07,239.40
2010-05-07,2010-08,125.14
2010-05-07,2010-08,157.71
2010-05-07,2010-08,106.65
2010-05-07,2010-08,146.65
2010-05-07,2010-09,126.12
2010-05-07,2010-09,150.57
2010-05-07,2010-09,129.34
2010-05-07,2010-09,144.95
2010-05-07,2010-10,184.29
2010-05-07,2010-10,119.07
2010-05-07,2010-10,87.25
2010-05-07,2010-10,110.27
2010-05-07,2010-10,110.42
2010-05-07,2010-11,154.00
2010-05-07,2010-11,118.55
2010-05-07,2010-11,143.72
2010-05-07,2010-11,152.93
2010-05-07,2010-12,111.04
2010-05-07,2010-12,179.87
2010-05-07,2010-12,147.64
2010-05-07,2010-12,78.43
2010-05-07,2010-12,121.85
2010-05-07,2011-01,110.03
2010-05-07,2011-01,237.34
2010-05-07,2011-01,148.37
2010-05-07,2011-01,123.08
